Indicator Name,Indicator Code,Country Name,Country Code,Year,Value,Disaggregation
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Martin (French part),MAF,1991,2.05,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Martin (French part),MAF,1990,2.12,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Martin (French part),MAF,1989,2.2,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Martin (French part),MAF,1988,2.13,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Martin (French part),MAF,1987,2.13,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Martin (French part),MAF,1986,2.06,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Martin (French part),MAF,1985,2.24,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Martin (French part),MAF,1984,2.29,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Martin (French part),MAF,1983,2.4,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Martin (French part),MAF,1982,2.44,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,2019,1.872,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,2018,1.891,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,2017,1.911,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,2016,1.931,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,2015,1.953,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,2014,1.975,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,2013,1.998,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,2012,2.021,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,2011,2.046,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,2010,2.07,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,2009,2.092,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,2008,2.112,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,2007,2.131,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,2006,2.149,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,2005,2.17,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,2004,2.196,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,2003,2.229,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,2002,2.271,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,2001,2.321,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,2000,2.379,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,1999,2.442,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,1998,2.509,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,1997,2.576,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,1996,2.641,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,1995,2.703,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,1994,2.76,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,1993,2.811,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,1992,2.86,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,1991,2.907,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,1990,2.956,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,1989,3.01,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,1988,3.072,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,1987,3.144,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,1986,3.23,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,1985,3.328,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,1984,3.439,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,1983,3.561,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,1982,3.692,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,1981,3.832,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,1980,3.985,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,1979,4.154,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,1978,4.339,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,1977,4.54,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,1976,4.752,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,1975,4.973,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,1974,5.197,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,1973,5.417,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,1972,5.629,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,1971,5.828,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,1970,6.014,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,1969,6.185,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,1968,6.345,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,1967,6.494,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,1966,6.632,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,1965,6.76,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,1964,6.876,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,1963,6.981,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,1962,7.074,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,1961,7.155,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,1960,7.224,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,2019,4.347,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,2018,4.407,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,2017,4.469,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,2016,4.532,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,2015,4.594,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,2014,4.656,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,2013,4.715,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,2012,4.771,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,2011,4.824,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,2010,4.876,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,2009,4.926,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,2008,4.977,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,2007,5.03,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,2006,5.085,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,2005,5.143,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,2004,5.204,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,2003,5.268,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,2002,5.334,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,2001,5.402,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,2000,5.471,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,1999,5.542,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,1998,5.614,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,1997,5.686,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,1996,5.758,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,1995,5.829,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,1994,5.897,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,1993,5.964,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,1992,6.028,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,1991,6.091,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,1990,6.152,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,1989,6.213,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,1988,6.274,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,1987,6.337,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,1986,6.401,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,1985,6.467,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,1984,6.535,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,1983,6.605,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,1982,6.674,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,1981,6.741,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,1980,6.802,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,1979,6.853,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,1978,6.892,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,1977,6.919,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,1976,6.933,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,1975,6.936,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,1974,6.93,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,1973,6.921,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,1972,6.91,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,1971,6.899,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,1970,6.888,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,1969,6.878,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,1968,6.865,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,1967,6.85,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,1966,6.831,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,1965,6.81,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,1964,6.787,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,1963,6.762,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,1962,6.737,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,1961,6.713,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,1960,6.691,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,2019,2.394,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,2018,2.418,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,2017,2.443,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,2016,2.469,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,2015,2.494,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,2014,2.519,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,2013,2.543,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,2012,2.565,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,2011,2.587,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,2010,2.61,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,2009,2.633,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,2008,2.659,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,2007,2.687,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,2006,2.717,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,2005,2.749,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,2004,2.781,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,2003,2.811,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,2002,2.84,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,2001,2.868,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,2000,2.895,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,1999,2.923,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,1998,2.955,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,1997,2.99,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,1996,3.03,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,1995,3.072,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,1994,3.115,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,1993,3.156,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,1992,3.195,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,1991,3.231,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,1990,3.267,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,1989,3.304,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,1988,3.345,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,1987,3.391,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,1986,3.445,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,1985,3.505,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,1984,3.57,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,1983,3.64,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,1982,3.715,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,1981,3.798,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,1980,3.895,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,1979,4.015,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,1978,4.161,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,1977,4.332,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,1976,4.526,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,1975,4.734,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,1974,4.945,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,1973,5.148,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,1972,5.336,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,1971,5.504,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,1970,5.653,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,1969,5.79,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,1968,5.922,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,1967,6.053,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,1966,6.182,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,1965,6.304,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,1964,6.412,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,1963,6.497,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,1962,6.558,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,1961,6.594,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,1960,6.608,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,2019,1.7,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,2018,1.76,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,2017,1.78,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,2016,1.85,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,2015,1.85,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,2014,1.88,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,2013,1.89,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,2012,1.91,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,2011,1.9,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,2010,1.98,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,2009,1.94,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,2008,1.91,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,2007,1.88,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,2006,1.85,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,2005,1.77,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,2004,1.75,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,2003,1.71,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,2002,1.65,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,2001,1.57,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,2000,1.54,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,1999,1.5,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,1998,1.5,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,1997,1.52,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,1996,1.6,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,1995,1.73,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,1994,1.88,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,1993,1.99,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,1992,2.09,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,1991,2.11,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,1990,2.13,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,1989,2.01,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,1988,1.96,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,1987,1.84,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,1986,1.8,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,1985,1.74,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,1984,1.66,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,1983,1.61,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,1982,1.62,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,1981,1.63,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,1980,1.68,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,1979,1.66,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,1978,1.6,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,1977,1.64,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,1976,1.68,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,1975,1.77,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,1974,1.87,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,1973,1.87,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,1972,1.91,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,1971,1.96,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,1970,1.92,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,1969,1.93,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,1968,2.07,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,1967,2.28,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,1966,2.37,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,1965,2.39,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,1964,2.47,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,1963,2.33,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,1962,2.25,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,1961,2.21,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,1960,2.17,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Switzerland,CHE,2019,1.48,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Switzerland,CHE,2018,1.52,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Switzerland,CHE,2017,1.52,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Switzerland,CHE,2016,1.54,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Switzerland,CHE,2015,1.54,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Switzerland,CHE,2014,1.54,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Switzerland,CHE,2013,1.52,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Switzerland,CHE,2012,1.52,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Switzerland,CHE,2011,1.52,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Switzerland,CHE,2010,1.52,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Switzerland,CHE,2009,1.5,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Switzerland,CHE,2008,1.48,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Switzerland,CHE,2007,1.46,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Switzerland,CHE,2006,1.44,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Switzerland,CHE,2005,1.42,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Switzerland,CHE,2004,1.42,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Switzerland,CHE,2003,1.39,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Switzerland,CHE,2002,1.39,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Switzerland,CHE,2001,1.38,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Switzerland,CHE,2000,1.5,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Switzerland,CHE,1999,1.48,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Switzerland,CHE,1998,1.47,female
